miRNA	Precursor	63aNF	65NF	53TF	63bTF	59TF	64NF	46TF	50NF	55TF	44TF	57NF	55NF	53NF	50TF	64TF	39TF	59NF	63aTF	39NF	63bNF	46NF	65TF	44NF	57TF
hsa-miR-6769a-5p	hsa-mir-6769a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6769a-3p	hsa-mir-6769a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-6769b-5p	hsa-mir-6769b	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6769b-3p	hsa-mir-6769b	0	0	3	1	3	2	1	1	3	0	0	0	1	4	3	0	0	0	1	1	0	2	0	1
hsa-miR-6770-5p	hsa-mir-6770-1	0	0	0	0	4	0	0	1	0	3	0	0	2	2	0	1	1	0	0	1	0	1	0	1
hsa-miR-6770-3p	hsa-mir-6770-1	0	0	0	0	2	3	0	2	3	0	0	3	2	4	2	2	3	0	3	5	1	2	1	4
hsa-miR-6770-5p	hsa-mir-6770-2	0	0	0	0	4	0	0	1	0	3	0	0	2	2	0	1	1	0	0	1	0	1	0	1
hsa-miR-6770-3p	hsa-mir-6770-2	0	0	0	0	2	3	0	2	3	0	0	3	2	4	2	2	3	0	3	5	1	2	1	4
hsa-miR-6770-5p	hsa-mir-6770-3	0	0	0	0	4	0	0	1	0	3	0	0	2	2	0	1	1	0	0	1	0	1	0	1
hsa-miR-6770-3p	hsa-mir-6770-3	0	0	0	0	2	3	0	2	3	0	0	3	2	4	2	2	3	0	3	5	1	2	1	4
hsa-miR-6771-5p	hsa-mir-6771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6771-3p	hsa-mir-6771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6772-5p	hsa-mir-6772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6772-3p	hsa-mir-6772	6	1	0	2	2	3	0	4	2	5	6	1	8	4	1	2	5	0	12	3	5	3	3	8
hsa-miR-6773-5p	hsa-mir-6773	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6773-3p	hsa-mir-6773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6774-5p	hsa-mir-6774	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
hsa-miR-6774-3p	hsa-mir-6774	3	0	3	1	1	2	1	0	7	1	0	0	0	3	4	0	0	0	0	0	2	2	0	2
hsa-miR-6775-5p	hsa-mir-6775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6775-3p	hsa-mir-6775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6776-5p	hsa-mir-6776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6776-3p	hsa-mir-6776	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1
hsa-miR-6777-5p	hsa-mir-6777	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-6777-3p	hsa-mir-6777	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6778-5p	hsa-mir-6778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
hsa-miR-6778-3p	hsa-mir-6778	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6779-5p	hsa-mir-6779	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	0	2
hsa-miR-6779-3p	hsa-mir-6779	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1
hsa-miR-6780a-5p	hsa-mir-6780a	0	0	1	0	0	0	0	0	0	3	0	1	0	1	0	0	1	0	1	1	1	1	0	2
hsa-miR-6780a-3p	hsa-mir-6780a	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6780b-5p	hsa-mir-6780b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6780b-3p	hsa-mir-6780b	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1
hsa-miR-6781-5p	hsa-mir-6781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6781-3p	hsa-mir-6781	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-6782-5p	hsa-mir-6782	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6782-3p	hsa-mir-6782	0	0	2	0	0	0	0	0	0	1	1	3	1	0	0	1	0	0	2	1	0	0	1	2
hsa-miR-6783-5p	hsa-mir-6783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6783-3p	hsa-mir-6783	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6784-5p	hsa-mir-6784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6784-3p	hsa-mir-6784	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	2	0	0	0	1
hsa-miR-6785-5p	hsa-mir-6785	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6785-3p	hsa-mir-6785	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	2
hsa-miR-6786-5p	hsa-mir-6786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6786-3p	hsa-mir-6786	5	6	2	6	0	1	0	5	4	3	3	4	5	3	1	5	7	0	4	4	1	4	2	9
hsa-miR-6787-5p	hsa-mir-6787	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6787-3p	hsa-mir-6787	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6788-5p	hsa-mir-6788	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3
hsa-miR-6788-3p	hsa-mir-6788	0	0	0	1	3	0	0	1	2	3	0	0	0	0	0	2	2	0	0	0	0	1	0	3
hsa-miR-6789-5p	hsa-mir-6789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-6789-3p	hsa-mir-6789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6790-5p	hsa-mir-6790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6790-3p	hsa-mir-6790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6791-5p	hsa-mir-6791	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6791-3p	hsa-mir-6791	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
hsa-miR-6792-5p	hsa-mir-6792	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6792-3p	hsa-mir-6792	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	3
hsa-miR-6793-5p	hsa-mir-6793	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
hsa-miR-6793-3p	hsa-mir-6793	1	0	1	4	0	0	0	0	1	1	0	0	0	2	2	0	0	0	0	0	0	0	1	2
hsa-miR-6794-5p	hsa-mir-6794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6794-3p	hsa-mir-6794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6795-5p	hsa-mir-6795	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	3	0	0	1	0	0	0	0	1
hsa-miR-6795-3p	hsa-mir-6795	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	1	0	1	0	0
hsa-miR-6796-5p	hsa-mir-6796	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
hsa-miR-6796-3p	hsa-mir-6796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6797-5p	hsa-mir-6797	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-6797-3p	hsa-mir-6797	0	0	0	0	1	2	0	0	1	3	0	0	2	1	2	2	0	0	4	0	0	1	0	3
hsa-miR-6798-5p	hsa-mir-6798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6798-3p	hsa-mir-6798	0	0	0	0	1	0	0	1	2	0	1	0	0	0	2	0	0	0	0	1	2	0	0	2
hsa-miR-6799-5p	hsa-mir-6799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6799-3p	hsa-mir-6799	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
hsa-miR-6800-5p	hsa-mir-6800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6800-3p	hsa-mir-6800	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
hsa-miR-6801-5p	hsa-mir-6801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6801-3p	hsa-mir-6801	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0
hsa-miR-6802-5p	hsa-mir-6802	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
hsa-miR-6802-3p	hsa-mir-6802	2	1	2	0	1	3	0	2	3	1	3	4	7	3	2	2	2	0	3	1	1	3	1	5
hsa-miR-6803-5p	hsa-mir-6803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6803-3p	hsa-mir-6803	2	4	4	2	4	5	3	5	7	4	4	4	8	4	6	5	3	0	7	4	4	2	5	9
hsa-miR-6804-5p	hsa-mir-6804	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	1
hsa-miR-6804-3p	hsa-mir-6804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6805-5p	hsa-mir-6805	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
hsa-miR-6805-3p	hsa-mir-6805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6806-5p	hsa-mir-6806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6806-3p	hsa-mir-6806	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	1
hsa-miR-6807-5p	hsa-mir-6807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6807-3p	hsa-mir-6807	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
hsa-miR-6808-5p	hsa-mir-6808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6808-3p	hsa-mir-6808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6809-5p	hsa-mir-6809	2	1	0	2	1	0	0	0	2	2	2	1	1	0	2	2	0	0	2	0	0	1	0	5
hsa-miR-6809-3p	hsa-mir-6809	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6810-5p	hsa-mir-6810	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	2	0	0	0	1	0	1	1	3
hsa-miR-6810-3p	hsa-mir-6810	2	5	2	5	1	8	0	10	7	4	5	3	14	1	5	3	9	0	21	6	11	6	4	8
hsa-miR-6811-5p	hsa-mir-6811	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-6811-3p	hsa-mir-6811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6812-5p	hsa-mir-6812	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6812-3p	hsa-mir-6812	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6813-5p	hsa-mir-6813	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6813-3p	hsa-mir-6813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6814-5p	hsa-mir-6814	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	3
hsa-miR-6814-3p	hsa-mir-6814	0	0	1	4	1	0	0	2	0	3	2	2	3	2	0	5	4	0	1	0	1	0	0	8
hsa-miR-6815-5p	hsa-mir-6815	0	1	1	0	0	5	0	0	0	0	0	1	2	2	0	1	2	0	2	3	0	1	0	0
hsa-miR-6815-3p	hsa-mir-6815	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6816-5p	hsa-mir-6816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6816-3p	hsa-mir-6816	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-6817-5p	hsa-mir-6817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6817-3p	hsa-mir-6817	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
hsa-miR-6818-5p	hsa-mir-6818	2	1	1	2	0	1	0	2	1	1	4	0	2	2	0	2	4	0	1	2	3	1	0	4
hsa-miR-6818-3p	hsa-mir-6818	2	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	2	0	1	1	0	5
hsa-miR-6819-5p	hsa-mir-6819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6819-3p	hsa-mir-6819	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
hsa-miR-6820-5p	hsa-mir-6820	2	0	1	0	0	2	0	2	1	0	3	1	0	0	1	4	1	0	2	1	0	0	0	2
hsa-miR-6820-3p	hsa-mir-6820	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	2	1	0	0	0	0	1	0	2
hsa-miR-6821-5p	hsa-mir-6821	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6821-3p	hsa-mir-6821	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6822-5p	hsa-mir-6822	0	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
hsa-miR-6822-3p	hsa-mir-6822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6823-5p	hsa-mir-6823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6823-3p	hsa-mir-6823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6824-5p	hsa-mir-6824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6824-3p	hsa-mir-6824	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6825-5p	hsa-mir-6825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6825-3p	hsa-mir-6825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
hsa-miR-6826-5p	hsa-mir-6826	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
hsa-miR-6826-3p	hsa-mir-6826	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6827-5p	hsa-mir-6827	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-6827-3p	hsa-mir-6827	0	0	0	2	1	1	0	1	1	2	1	0	0	0	0	1	0	0	0	1	0	0	0	2
hsa-miR-6828-5p	hsa-mir-6828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6828-3p	hsa-mir-6828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6829-5p	hsa-mir-6829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6829-3p	hsa-mir-6829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6830-5p	hsa-mir-6830	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0
hsa-miR-6830-3p	hsa-mir-6830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0
hsa-miR-6831-5p	hsa-mir-6831	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
hsa-miR-6831-3p	hsa-mir-6831	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6832-5p	hsa-mir-6832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6832-3p	hsa-mir-6832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6833-5p	hsa-mir-6833	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6833-3p	hsa-mir-6833	0	1	0	2	0	1	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	5
hsa-miR-6834-5p	hsa-mir-6834	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-6834-3p	hsa-mir-6834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6835-5p	hsa-mir-6835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6835-3p	hsa-mir-6835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6836-5p	hsa-mir-6836	1	1	0	1	0	0	0	1	1	1	0	3	0	0	1	2	3	0	0	0	1	1	0	0
hsa-miR-6836-3p	hsa-mir-6836	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6837-5p	hsa-mir-6837	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	0
hsa-miR-6837-3p	hsa-mir-6837	3	4	0	4	2	3	1	2	3	1	5	0	3	1	2	4	8	0	5	2	1	6	0	11
hsa-miR-6838-5p	hsa-mir-6838	1	0	0	1	0	3	0	1	1	1	2	0	1	0	2	2	0	0	1	1	2	0	0	3
hsa-miR-6838-3p	hsa-mir-6838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-6839-5p	hsa-mir-6839	1	0	0	0	0	0	1	0	2	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0
hsa-miR-6839-3p	hsa-mir-6839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6840-5p	hsa-mir-6840	0	0	0	3	0	1	0	2	0	2	0	0	0	3	0	1	0	0	0	0	0	5	0	12
hsa-miR-6840-3p	hsa-mir-6840	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	2
hsa-miR-6841-5p	hsa-mir-6841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
hsa-miR-6841-3p	hsa-mir-6841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6842-5p	hsa-mir-6842	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6842-3p	hsa-mir-6842	5	9	1	2	3	8	1	4	19	5	8	9	9	6	5	6	11	0	8	10	4	5	0	10
hsa-miR-6843-3p	hsa-mir-6843	0	1	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
hsa-miR-6844	hsa-mir-6844	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6845-5p	hsa-mir-6845	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-6845-3p	hsa-mir-6845	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
hsa-miR-6846-5p	hsa-mir-6846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6846-3p	hsa-mir-6846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6847-5p	hsa-mir-6847	0	1	0	1	0	0	0	0	1	0	0	0	5	0	1	2	2	0	1	0	1	0	1	3
hsa-miR-6847-3p	hsa-mir-6847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6848-5p	hsa-mir-6848	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6848-3p	hsa-mir-6848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6849-5p	hsa-mir-6849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6849-3p	hsa-mir-6849	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6850-5p	hsa-mir-6850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6850-3p	hsa-mir-6850	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6851-5p	hsa-mir-6851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6851-3p	hsa-mir-6851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6852-5p	hsa-mir-6852	2	1	1	11	4	3	1	2	12	2	3	4	6	2	6	6	2	0	2	10	3	6	3	12
hsa-miR-6852-3p	hsa-mir-6852	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6853-5p	hsa-mir-6853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6853-3p	hsa-mir-6853	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0
hsa-miR-6854-5p	hsa-mir-6854	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	1	0	3	0	1
hsa-miR-6854-3p	hsa-mir-6854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6855-5p	hsa-mir-6855	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
hsa-miR-6855-3p	hsa-mir-6855	0	0	0	0	0	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6856-5p	hsa-mir-6856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6856-3p	hsa-mir-6856	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-6857-5p	hsa-mir-6857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6857-3p	hsa-mir-6857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-6858-5p	hsa-mir-6858	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0
hsa-miR-6858-3p	hsa-mir-6858	2	0	0	4	0	0	0	2	5	2	2	2	8	0	1	2	1	0	5	0	2	0	0	5
hsa-miR-6859-5p	hsa-mir-6859-1	1	1	2	7	2	4	0	1	13	5	6	4	5	4	2	5	1	0	2	3	5	3	0	10
hsa-miR-6859-3p	hsa-mir-6859-1	0	0	0	0	0	0	2	1	1	0	0	2	0	2	0	0	1	0	0	0	0	0	1	1
hsa-miR-6859-5p	hsa-mir-6859-2	1	1	2	7	2	4	0	1	13	5	6	4	5	4	2	5	1	0	2	3	5	3	0	10
hsa-miR-6859-3p	hsa-mir-6859-2	0	0	0	0	0	0	2	1	1	0	0	2	0	2	0	0	1	0	0	0	0	0	1	1
hsa-miR-6859-5p	hsa-mir-6859-3	1	1	2	7	2	4	0	1	13	5	6	4	5	4	2	5	1	0	2	3	5	3	0	10
hsa-miR-6859-3p	hsa-mir-6859-3	0	0	0	0	0	0	2	1	1	0	0	2	0	2	0	0	1	0	0	0	0	0	1	1
hsa-miR-6859-5p	hsa-mir-6859-4	1	1	2	7	2	4	0	1	13	5	6	4	5	4	2	5	1	0	2	3	5	3	0	10
hsa-miR-6859-3p	hsa-mir-6859-4	0	0	0	0	0	0	2	1	1	0	0	2	0	2	0	0	1	0	0	0	0	0	1	1
hsa-miR-6860	hsa-mir-6860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
